,id,content,
2846,1.38551E+18,"The Low-Carbon Patent Pledge, a joint commitment by @HPE, @Facebook and @Microsoft grants royalty-free patent access to address climate change and accelerate adoption of technologies for generating, storing and distributing low-carbon energy. #EarthDay https://t.co/P6vWi4J7Tv https://t.co/dKdM6NMmhl",Positive
3851,1.44834E+18,Learn more about how @Microsoft is helping cloud customers track and reduce their carbon emissions using the Emissions Impact Dashboard. This is another example of innovation designed to help organizations take control of their #sustainability goals. https://t.co/bhcXZIpxtd,Neutral
406,1.26017E+18,"Really stoked that we're making it happen! We're organizing a hackathon (LEOTHON) @KozminskiUni  together with @Microsoft Poland (AI FOR GOOD Initiative) and #Polpharma devoted to #ai and new technologies for #sustainability. 
Check out: https://t.co/GS4qdTl8PN",Positive
1466,1.31167E+18,.@Microsoft is deploying #data centres under the sea because it's more #energy efficient and more stable. https://t.co/smBVhwMU7u https://t.co/4n6jRUnk8H,Neutral
724,1.28201E+18,"Great piece on Extinction Rebellion in @TIME's #ClimateChange issue.

It's heavily Britain-focused @ExtinctionR, though—not much about the U.S. or #XRNYC.

(So check out our latest campaign aimed @Google,@Facebook &amp; @Microsoft:

   #BigTechLovesBigOil)

https://t.co/oyD7r4ovXP",Neutral
1654,1.32556E+18,".@Microsoft is bringing a programmer’s approach to #climateaction, says chief environmental officer @lucasjoppa at @Stanford’s Global Energy Dialogues.
Read/watch: https://t.co/b6VNr7RWD4

Next #SGED: global impact of U.S. #climate &amp; #energy policy https://t.co/pDZdElDKK7",Neutral
1097,1.30149E+18,"Microsoft Joins Corporate Leaders Group, Dedicated to Net Zero Emissions
https://t.co/mErf7rt3HH
@Microsoft @cisl_cambridge #ESG #carbonneutral #netzero #netzerocarbon #ghgemissions #sustainability #SDGs",Neutral
3644,1.43672E+18,This is some Jetsons-level stuff. @Microsoft is building an underground corporate campus... that will be powered by its own geothermal system. Making good on their promise to go #CarbonNegative. #Sustainability https://t.co/3ZQvVY0q6G https://t.co/PQetW8V41T,Positive
2480,1.36718E+18,"@Microsoft and @Accenture have partnered to help the UK transition to ""net-zero"" carbon emissions. @ZDNet #energy #cdwsocial https://t.co/eWfdQCE0nX https://t.co/dUQuXhHlOF",Positive
4101,1.45554E+18,"🌍 Team @Microsoft are attending @COP26 this year.

Our goal is to promote sustainable development and low-carbon business practices globally through our sustainable business practices and cloud-enabled technologies.

Learn more: https://t.co/jE5CjL5kNT

#COP26 #Sustainability https://t.co/gMbl1orGBL",Positive
3829,1.45154E+18,"Our President &amp; Vice-Chair @BradSmi will speak at our What's Next for Sustainability event. Register here to hear how @Microsoft and our customers are leveraging the #cloud to achieve our #sustainability goals!

https://t.co/Tn5eiI18Dz

#msftsustainability #retail #supplychains",Positive
2668,1.38497E+18,"as always, what @Apple does @Microsoft follows. this time for good reason 👏🏻 😂 #apple #microsoft #finance #carbon #neutral #sustainable #AppleEvent @YahooFinance https://t.co/YZSJRr0BYM",Neutral
4380,1.48278E+18,"How can #Technology be ideally redesigned along with #Sustainability to fight the climate crisis? 🌎
Press ▶️ on episode 4 of @Microsoft’s Societal Resilience series to learn more. #MSIndustrySolutions #MSFTSustainability
https://t.co/6WL1Skm2lB https://t.co/u57boVBuY5",Positive
1647,1.33133E+18,"Secondo uno studio @Microsoft, le imprese operanti nel comparto energetico possono trarre grandi benefici dall'utilizzo dell'IoT. In particolare il 63% degli intervistati evidenzia una sensibile riduzione dei costi.

#Infografica di @LindaGrass0 @antgrasso_IT #IoT #Energy https://t.co/3t369jUMhG",Neutral
945,1.29398E+18,".@Microsoft has signed its largest #RenewableEnergy portfolio energy purchase agreement for 500+ megawatts, which should help the company make progress towards its goal of 100% renewable energy by 2025. https://t.co/bTkvMbQy9r",Positive
1606,1.33118E+18,"Join the #sustainable #Cloud session at #HCLOUDsummit!
👉https://t.co/uwtFGNlp33

Feat
➡️ John Booth @carbon3it
➡️ Mark Acton @EkkoSenseUK
➡️ Simon Hinterholzer (@hintermholz) @Borderstep_org 
➡️ Andreas Ebert @Microsoft 
🎤Paulo Bertoldi @EU_Commission 
@EUClimateAction https://t.co/2pTwcNV622",Neutral
2563,1.36639E+18,"👋 Anyone working in #data for #ClimateAction?

We’re looking to support #DataCollaboration across six key areas with our partner @Microsoft - can you help?

Topics inc. reducing #emissions &amp; #waste, #GreenRecovery &amp; more…

Read our report &amp; get in touch: https://t.co/9H29o9dNAg https://t.co/8VuFTxxejg",Neutral
2132,1.3592E+18,"@hedera @BillGates @Microsoft 

@hedera is one of the best innovations to unite the human race. 

#sustainable",Neutral
653,1.28131E+18,"@sundarpichai @googleearth I wish you had #sustainability programs or #geospatial programs to solve the real world problems using #AI , like @Microsoft has AI for Earth.",Neutral
1094,1.30156E+18,"The increased use of #Renewables and #Sustainability concerns are disrupting the #Energy industry. With IoT, we can gain new insights about the physical world that enables us to reduce energy waste. Link &gt;&gt; https://t.co/L3fDvY2hiD @Microsoft @antgrasso via @LindaGrass0 #IoT #Tech https://t.co/rbQGUZ7JEa",Negative
3391,1.41827E+18,"Congrats @VoltEnergy Co-Founder &amp; CEO Gilbert Campbell for announcing the firm’s 1st #environmentaljustice &amp; #renewableenergy initiative with @Microsoft! 

Gilbert was our Energy #JEDI Award Winner at last year’s #EnergyLeadershipSummit. https://t.co/M0vwNMQl4c https://t.co/emtnvdlluz",Positive
3683,1.43346E+18,"@energywebx
 announces  #Opensource operating system for world-leading distributed #energy marketplace design trial with @microsoft @PxiseSolutions @PoweredByMondo 
@AusNetServices @AEMO_Media
 
#WeAreTheEnergyWeb

https://t.co/9qdq0Kh3NO https://t.co/CwjEzq7ky2",Neutral
2336,1.3718E+18,"@Paul4innovating Thanks for sharing! We're exploring how #digital &amp; #energy can power #innovation to fight #climatechange as we recently partnered w/ @Microsoft to co-innovate around #sustainability, #digitaltransformation &amp; #AI solutions accelerating #energytransition 👇 https://t.co/ZAFmzAeBJg",Positive
3362,1.42002E+18,"Secondo uno studio @Microsoft, le imprese operanti nel comparto energetico possono trarre grandi benefici dall'utilizzo dell'IoT. In particolare il 63% degli intervistati evidenzia una sensibile riduzione dei costi.

rt @lindagrass0 @antgrasso_IT #IoT #Energy https://t.co/a47Kd2iRCl",Neutral
2020,1.34674E+18,"Do you know how to make the world a better place? Join us at #10toGO, create sustainable, AI-driven solution to #SDGs and win a prize of 100k € and 6 months of incubation for your team. Apply https://t.co/b1NmDo1hLj till Jan 15th! #10toGOMunich #SDGs @VWGroup @Microsoft",Neutral
2212,1.3629E+18,Looking amazing. Looking forward seeing the pitch video of your amazing #SDG solution for #unitednation @Microsoft and @VWGroup https://t.co/cmB7l5s68y,Positive
1965,1.3512E+18,"Don't miss Iceotope CEO @davidjcraig on 20th January at 4.30pm for @infra_prime's live Q&amp;A to discuss designing #sustainable #hyperscale #datacentre's alongside @Microsoft and #VirginiaBeachDigiPorts, LLC. 

Register for your ticket here: https://t.co/6dhlm70oN0",Neutral
2325,1.37222E+18,"Learn about the new #ThermalEnergy Center at @Microsoft's #Redmond campus. We're proud to be the #sustainability consultant for the #campus modernization project!

#carbonemissions #carbonfootprint #greenbuilding #architecture #engineering #buildingscience #zerocarbon https://t.co/dgJKEaVKuj",Positive
239,1.24859E+18,"The increased use of renewables and sustainability concerns are disrupting the Energy industry. With IoT, we can gain new insights about the physical world that enables us to reduce energy waste. Source @Microsoft https://t.co/PzWYlGDTQy v @antgrasso #IoT #Energy #Sustainability https://t.co/Zq3jFRqB3u",Positive
692,1.28774E+18,Join me with @Microsoft @dsaezgil @WorldResources @VerraStandards August 4 @ 1PM ET for a complimentary #webcast on the role of #forests in addressing #ClimateChange and how tech can make forest #carbon projects more credible. Register here: https://t.co/ia5JkEN5Em  @PachamaInc https://t.co/GdqJcLmTEt,Neutral
152,1.24255E+18,"Super resource @Flipgrid Have been enjoying sharing &amp; engaging to empower the voices of #YoungChildren
Thank you! See @taleofmankind and record your views on link below ☀️ #education #edtech #SDGs #skills #futureofwork #COVID19 #inspiration @Microsoft  
https://t.co/42uBujVaky https://t.co/HYKG1P4pJ5",Positive
4135,1.45638E+18,"Betting on the future @Microsoft President @BradSmi runs through how #tech giants like themselves can avoid becoming a bigger part of the problem for the #environment such as:
- reducing emissions every yr through #carbon removal 
- #netzero by 2030
#COP26
https://t.co/nha0nkiYER",Positive
